NomCommune	Surface	Code insee	Pop 90	Pop 99	lon	lat	x mètres	y mètres	pixel x	pixel y
Mousseaux-lès-Bray	867.4	77321	604	617	3.2301342212	48.3959147765	128136.217744585	28280.5652425895	640.6810887229	141.4028262129
Puiselet-le-Marais	1127.5	91508	245	324	2.2636558535	48.3989240773	56599.1484467681	28844.3572593397	282.9957422338	144.2217862967
Ormoy-la-Rivière	1049	91469	874	943	2.1646627705	48.4003213979	49273.873275612	29072.5853241794	246.3693663781	145.3629266209
Baby	413.3	77015	80	66	3.344899072	48.3892488422	136634.561246968	27570.5704507092	683.1728062348	137.8528522535
Maisse	2152.2	91359	2495	2622	2.369853332	48.3962073212	64456.9810995851	28474.3772311797	322.2849054979	142.3718861559
Thomery	375.1	77463	3025	3203	2.7806027671	48.4044000627	94863.507517216	29221.4641271196	474.3175375861	146.1073206356
Gravon	762.5	77212	86	115	3.12500972	48.3882729463	120356.01984154	27413.6599992597	601.7800992077	137.0682999963
Montereau-faut-Yonne	904.3	77305	18657	17625	2.9611157721	48.3900490378	108222.542402494	27604.4590708492	541.1127120125	138.0222953542
Montigny-le-Guesdier	793.6	77310	252	285	3.24985148	48.3813264778	129600.859651114	26663.4905497795	648.0042982556	133.3174527489
Marolles-sur-Seine	2014.6	77279	1239	1357	3.032513376	48.3840897323	113508.423106562	26941.8578755092	567.5421155328	134.7092893775
Noisy-sur-Ecole	2998.2	77339	1561	1823	2.5087487477	48.3777008589	74725.231464452	26344.3838988394	373.6261573223	131.7219194942
La Tombe	794	77467	194	222	3.0936742001	48.3867960132	118036.350846466	27246.2837753994	590.1817542323	136.231418877
Congerville-Thionville	842.8	91613	187	225	1.9905138152	48.3823014191	36359.3143149071	27220.3590962198	181.7965715745	136.1017954811
Oncy-sur-Ecole	541.1	91463	699	878	2.4589517783	48.3827903558	71041.820886196	26934.1777179893	355.209104431	134.6708885899
Saint-Cyr-la-Rivière	882	91544	399	427	2.1371970844	48.3509531502	47181.1290433711	23607.4452024195	235.9056452169	118.0372260121
Chalou-Moulineux	1071.7	91131	389	370	2.0256053926	48.3804870151	38954.8542763221	26986.0622810898	194.7742713816	134.9303114054
La Forêt-Sainte-Croix	536.5	91248	109	111	2.2305421501	48.3841156772	54132.206688176	27221.81821144	270.6610334409	136.1090910572
Boissy-la-Rivière	1255.8	91079	412	455	2.1690846284	48.3820986827	49579.8302338091	27043.7489146292	247.899151169	135.2187445731
Saint-Mammès	225.5	77419	3007	3084	2.8195173331	48.3867354092	97739.093309963	27250.7045759596	488.6954665498	136.2535228798
Guillerval	1733.3	91294	686	708	2.075448706	48.3680533329	42629.007908658	25559.7670530397	213.1450395433	127.7988352652
Veneux-les-Sablons	401.2	77491	4298	4617	2.7952596781	48.3810470452	95941.5371225061	26622.8165917099	479.7076856125	133.1140829586
Varennes-sur-Seine	1001.4	77482	3055	3153	2.9308447397	48.3684611815	105979.458465364	25206.4762991099	529.8972923268	126.0323814956
Bois-Herpin	389.9	91075	59	57	2.2438529597	48.3717853158	55104.5551512231	25841.8272855701	275.5227757561	129.2091364279
Saclas	1371.9	91533	1496	1664	2.113189909	48.3582296321	45411.73416778	24435.8733679196	227.0586708389	122.1793668396
Buno-Bonnevaux	1598.2	91121	430	518	2.4070371371	48.3569931776	67176.584978271	24094.4914903101	335.8829248914	120.4724574516
Ecuelles	1173.4	77166	1940	2463	2.8311833444	48.3579471734	98595.9465129781	24048.97027044	492.9797325649	120.2448513522
Cannes-Ecluse	864.5	77061	1963	2200	2.9908575429	48.3643261792	110424.0126787	24744.6665299395	552.1200633935	123.7233326497
Moret-sur-Loing	504.3	77316	4174	4402	2.8118722731	48.3648410952	97167.292769358	24818.4589566495	485.8364638468	124.0922947832
Marolles-en-Beauce	600.5	91374	160	190	2.2041599953	48.3692758083	52162.371076383	25591.7956655398	260.8118553819	127.9589783277
Gironville-sur-Essonne	1331.3	91273	574	641	2.3459892678	48.3669103969	62663.6042080841	25232.4578347094	313.3180210404	126.1622891735
Nonville	1166	77340	508	558	2.7741039353	48.2890440235	94345.848049053	16401.2155291894	471.7292402453	82.0060776459
Misy-sur-Yonne	615.7	77293	515	749	3.0956523173	48.3655354785	118185.663627809	24883.33195417	590.928318139	124.4166597709
Barbey	434.1	77021	140	151	3.0491731322	48.3663206291	114743.124543983	24967.4445801498	573.7156227199	124.8372229007
Mespuits	993.3	91399	138	154	2.2765989242	48.3584376842	57515.902828044	24335.5804156996	287.5795141402	121.6779020785
Tousson	1322.3	77471	334	378	2.457829289	48.3436210923	70928.8200185121	22581.19070799	354.6441000926	112.90595354
Esmans	1784.9	77172	953	875	2.9691702456	48.3434428918	108816.797364732	22423.91410919	544.0839868237	112.119570546
Le Vaudoué	1713.3	77485	639	717	2.5213994499	48.3469862578	75641.2808358701	22924.7711988594	378.2064041794	114.6238559943
Achères-la-Forêt	1263.1	77001	903	1040	2.5646769639	48.3483075858	78848.520848643	23053.07668598	394.2426042432	115.2653834299
Pussay	1152.5	91511	1494	1726	1.9972854742	48.3501002743	36815.2083072381	23635.0974951899	184.0760415362	118.175487476
Fontaine-la-Rivière	370.9	91240	143	172	2.1650029293	48.3597637269	49251.3792730591	24564.5333122993	246.2568963653	122.8226665615
Abbéville-la-Rivière	1500.5	91001	233	262	2.1915869049	48.3431049871	51201.477613718	22692.5380534399	256.0073880686	113.4626902672
Prunay-sur-Essonne	513.2	91507	279	286	2.3617150488	48.3520688444	63814.932086867	23573.3486406999	319.0746604343	117.8667432035
Ury	827.2	77477	706	757	2.5999011733	48.3402872364	81453.706763246	22147.8341811793	407.2685338162	110.7391709059
Noisy-Rudignon	412.9	77338	467	460	2.934205984	48.3362191625	106225.40945608	21622.5966148498	531.1270472804	108.1129830742
Champmotteux	757.5	91137	220	241	2.3155979951	48.3441226943	60390.857824825	22718.7925554095	301.9542891241	113.593962777
Recloses	939.3	77386	519	600	2.6427015189	48.3397902135	84624.9539613361	22077.3812513398	423.1247698067	110.3869062567
Montigny-sur-Loing	918.4	77312	2553	2796	2.7508535741	48.3413517174	92639.6557590381	22220.1633018795	463.1982787952	111.1008165094
Episy	735.1	77170	324	491	2.7931791217	48.3309557535	95772.90358305	21055.6248854492	478.8645179153	105.2781244272
Arrancourt	758.3	91022	100	133	2.1507242868	48.3270135744	48154.6237576191	20935.9010285493	240.7731187881	104.6795051427
Boigneville	1578.3	91069	451	461	2.366055987	48.3278645229	64114.9177009821	20880.58309949	320.5745885049	104.4029154975
Brouy	851.1	91112	116	112	2.2900558081	48.3265063823	58480.7726295841	20777.5703237094	292.4038631479	103.8878516185
Villecerf	1090.7	77501	746	738	2.8461210497	48.3271485343	99695.79561776	20623.5025844593	498.4789780888	103.1175129223
Méréville	2725.5	91390	2844	3066	2.073385921	48.318233034	42411.265684754	20024.5001729792	212.0563284238	100.1225008649
Blandy	789.5	91067	104	104	2.2587821063	48.3242939435	56160.5537686601	20552.9754153593	280.8027688433	102.7648770768
La Genevraye	1336.1	77202	528	579	2.7532149322	48.3149834784	92805.469943205	19288.8769702194	464.027349716	96.4443848511
Dormelles	1301.1	77161	663	791	2.8894974242	48.3137292808	102908.723819635	19126.6202272996	514.5436190982	95.6331011365
Angerville	2861	91016	3012	3265	2.0019798804	48.3104779242	37107.313807485	19227.1301896796	185.5365690374	96.1356509484
Nanteau-sur-Essonne	1290.6	77328	314	394	2.4265613	48.3209165254	68593.71978356	20074.0710862298	342.9685989178	100.3703554311
Thoury-Férottes	1648.4	77465	480	609	2.9397283303	48.2978282136	106631.393446645	17355.2664058097	533.1569672332	86.776332029
Flagy	720	77184	415	534	2.9167399739	48.3091127506	104927.890460601	18611.0351845594	524.639452303	93.0551759228
Boissy-aux-Cailles	1640.9	77041	280	271	2.4925630598	48.3122610895	73479.996174015	19078.5875523593	367.3999808701	95.3929377618
Grez-sur-Loing	1302	77216	1104	1277	2.6781547195	48.3070949077	87237.248097255	18432.1404836001	436.1862404863	92.160702418
La Chapelle-la-Reine	1597.5	77088	2125	2781	2.5658794706	48.3157902988	78917.742327351	19438.4309688192	394.5887116368	97.1921548441
Villemer	1858.3	77506	596	648	2.828210789	48.3030413756	98362.475872959	17946.8332452998	491.8123793648	89.7341662265
Estouches	599	91222	189	182	2.1322528739	48.3067379651	46760.851119832	18697.3671948696	233.8042555992	93.4868359743
Larchant	2929.2	77244	578	695	2.5984678272	48.2835667833	81315.438711441	15844.2201884799	406.5771935572	79.2211009424
Voulx	1258	77531	1548	1763	2.9698379663	48.2850902806	108863.795553564	15938.2424022695	544.3189777678	79.6912120113
Diant	1106.5	77158	198	189	3.0048225007	48.2911749512	111458.849225908	16614.09930446	557.2942461295	83.0704965223
Souppes-sur-Loing	2760.4	77458	4851	5348	2.7474726139	48.1869491594	92334.2500572581	5060.4526388897	461.6712502863	25.3022631944
Maisoncelles-en-Gâtinais	857.7	77271	107	112	2.6209056931	48.1826614948	82926.030107371	4621.5648676194	414.6301505369	23.1078243381
Arville	1142.7	77009	117	121	2.5567891217	48.1814074515	78160.0075371111	4507.0108970497	390.8000376856	22.5350544852
Gironville	1374.4	77207	131	172	2.5339443498	48.1622137547	76449.524470021	2383.7382934401	382.2476223501	11.9186914672
Chenou	1377.4	77110	277	293	2.652741885	48.1648840212	85283.462401142	2635.0045145294	426.4173120057	13.1750225726
Château-Landon	2966.5	77099	3314	3364	2.7003617188	48.1486407628	88817.000037323	815.3441806994	444.0850001866	4.0767209035
Bourron-Marlotte	1122.8	77048	2424	2737	2.7013903312	48.3350673579	88971.851774759	21534.3878327198	444.8592588738	107.6719391636
Montmachoux	443.5	77313	167	220	2.9912559834	48.319951724	110452.977727432	19812.5240012994	552.2648886372	99.0626200065
Poligny	2733.9	77370	744	813	2.7565515569	48.2335956986	93024.9451344351	10242.4957444193	465.1247256722	51.2124787221
Amponville	1193.1	77003	271	301	2.5300519499	48.2872369255	76242.8202372791	16280.1316459496	381.2141011864	81.4006582297
Buthiers	1963.5	77060	668	645	2.4530379487	48.2874675035	70530.577586255	16342.5422514798	352.6528879313	81.7127112574
Chaintreaux	2391.6	77071	674	783	2.8136228736	48.1901550352	97251.1265598651	5403.07709949	486.2556327993	27.0153854974
Egreville	3175.9	77168	1623	1841	2.8839345101	48.1821861615	102474.811362651	4507.44457791	512.3740568133	22.5372228896
Mondreville	2008.1	77297	320	354	2.5973549621	48.1508920917	81157.69842866	1099.6042995499	405.7884921433	5.4980214977
Bransles	1386.8	77050	433	463	2.8268039369	48.1490053164	98220.604087285	827.7033692794	491.1030204364	4.1385168464
Beaumont-du-Gâtinais	1662.7	77027	909	981	2.4925022931	48.140592998	73352.8696252391	0	366.7643481262	0
Brie-Comte-Robert	1997.4	77053	11501	13397	2.6144804322	48.6917016529	82724.7496007161	61206.3221676899	413.6237480036	306.0316108385
Châtenoy	496.4	77102	100	134	2.6283072108	48.230655666	83501.231228763	9952.8365442399	417.5061561438	49.7641827212
Saint-Pierre-lès-Nemours	2175	77431	5374	5815	2.6664660838	48.2649967681	86350.8103131381	13756.8394053895	431.7540515657	68.7841970269
Saint-Ange-le-Viel	319.7	77399	187	215	2.904364259	48.2716217698	104005.252652329	14445.1815215694	520.0262632616	72.2259076078
Nemours	1013.4	77333	12072	12898	2.7113954095	48.2590864909	89682.437490951	13086.8311976399	448.4121874548	65.4341559882
Rumont	661.2	77395	110	124	2.4949284966	48.2706986262	73625.819075149	14458.1370766899	368.1290953757	72.2906853834
Guercheville	924.6	77220	189	233	2.5573979218	48.2603259948	78254.417952707	13277.5060874792	391.2720897635	66.3875304374
Blennes	2020.6	77035	331	477	3.0115505889	48.2443902348	111958.630697491	11414.3966332795	559.7931534875	57.0719831664
Lorrez-le-Bocage-Préaux	1985	77261	1192	1265	2.8965262895	48.2397024049	103419.048105717	10898.3613000298	517.0952405286	54.4918065001
Chevry-en-Sereine	2291.1	77115	383	454	2.9604197807	48.248505611	108163.132007023	11872.4551136596	540.8156600351	59.3622755683
Nanteau-sur-Lunain	1338	77329	443	485	2.8133090123	48.2542342723	97244.640741167	12524.7876004092	486.2232037058	62.623938002
Fromont	1069.9	77198	158	157	2.5074826854	48.2533930027	74545.307093585	12528.9138990194	372.7265354679	62.6445694951
Chevrainvilliers	895.3	77112	236	226	2.6022488415	48.2462961823	81575.046914396	11700.5265558297	407.875234572	58.5026327791
Paley	929.1	77353	394	411	2.8543063559	48.2415121797	100284.920953145	11104.4448406296	501.4246047657	55.5222242031
Ormesson	379.8	77348	203	238	2.6517802396	48.2443182037	85250.8983677521	11463.3275148897	426.2544918388	57.3166375744
Burcy	700.1	77056	144	178	2.5253427262	48.2334531396	75857.585997679	10304.7144728396	379.2879299884	51.5235723642
Garentreville	639.7	77200	85	79	2.5591170576	48.2343315778	78365.867849143	10387.8038182799	391.8293392457	51.9390190914
Bagneaux-sur-Loing	530.2	77016	1516	1595	2.7080405563	48.2231334799	89418.6846121231	9091.9542686101	447.0934230606	45.4597713431
Fay-lès-Nemours	784.3	77178	373	430	2.6647787916	48.2278292855	86208.066589679	9626.5953657394	431.0403329484	48.1329768287
Remauville	1089.7	77387	335	368	2.8248384062	48.2199189993	98091.910554879	8709.0458547594	490.4595527744	43.5452292738
Vaux-sur-Lunain	851.4	77489	219	192	2.956553042	48.2174085123	107874.203007872	8416.4932243098	539.3710150394	42.0824661215
Aufferville	1779.5	77011	389	449	2.6003890159	48.2049114641	81413.711662673	7101.8329283595	407.0685583134	35.5091646418
Villebéon	1645.2	77500	356	406	2.9292567596	48.2051572662	105845.590182245	7056.3840985494	529.2279509112	35.2819204927
Obsonville	704.4	77342	87	89	2.5711057768	48.217443382	79245.819527567	8505.9941160297	396.2290976378	42.5299705801
La Madeleine-sur-Loing	621.5	77267	287	354	2.7006147018	48.205408951	88859.734556991	7124.1655147495	444.298672785	35.6208275737
Bougligny	1639.6	77045	644	646	2.6659368638	48.1992324965	86280.617256162	6448.0722719794	431.4030862808	32.2403613599
Ichy	779	77230	152	171	2.5424733544	48.2064205096	77112.1227615541	7292.89372396	385.5606138078	36.4644686198
